Artform,Year,Income,Age,Education
Festival,2012,19,47,6
Parks,2012,19,47,6
Jazz,2012,19,45,5
Musical,2012,19,45,5
Play,2012,19,45,5
Art Museum,2012,19,45,5
Craft Fair,2012,19,45,5
Festival,2012,19,45,5
Musical,2012,19,19,4
Play,2012,19,19,4
Parks,2012,19,19,4
Jazz,2012,11,71,3
Art Museum,2012,11,71,3
Craft Fair,2012,11,71,3
Festival,2012,11,71,3
Parks,2012,11,71,3
Jazz,2012,11,67,3
Art Museum,2012,11,67,3
Craft Fair,2012,11,67,3
Festival,2012,11,67,3
Parks,2012,11,67,3
Dance,2012,1,53,5
Craft Fair,2012,1,53,5
Festival,2012,1,53,5
Parks,2012,1,53,5
Craft Fair,2012,6,51,4
Festival,2012,6,51,4
Parks,2012,6,51,4
Classical,2012,15,48,5
Musical,2012,15,48,5
Art Museum,2012,15,48,5
Craft Fair,2012,15,48,5
Festival,2012,15,48,5
Classical,2012,15,46,3
Musical,2012,15,46,3
Art Museum,2012,15,46,3
Craft Fair,2012,15,46,3
Festival,2012,15,46,3
Parks,2012,15,46,4
Parks,2012,15,46,3
Parks,2012,15,19,4
Art Museum,2012,16,64,4
Art Museum,2012,16,63,3
Craft Fair,2012,16,63,3
Classical,2012,7,80,6
Play,2012,7,80,6
Art Museum,2012,7,80,6
Craft Fair,2012,7,80,6
Musical,2012,9,20,4
Craft Fair,2012,9,20,4
Play,2012,12,61,5
Craft Fair,2012,12,61,5
Festival,2012,12,61,5
Craft Fair,2012,9,48,3
Festival,2012,9,48,3
Musical,2012,10,77,2
Jazz,2012,11,67,5
Classical,2012,11,67,5
Musical,2012,11,67,5
Play,2012,11,67,5
Ballet,2012,11,67,5
Dance,2012,11,67,5
Art Museum,2012,11,67,5
Craft Fair,2012,11,67,5
Festival,2012,11,67,5
Parks,2012,11,67,5
Craft Fair,2012,16,47,4
Play,2012,16,41,3
Craft Fair,2012,16,41,3
Craft Fair,2012,14,51,4
Festival,2012,14,51,4
Parks,2012,14,51,4
Festival,2012,1,22,3
Jazz,2012,6,62,4
Art Museum,2012,7,77,3
Festival,2012,7,77,3
Classical,2012,7,78,4
Art Museum,2012,7,78,4
Craft Fair,2012,7,78,4
Festival,2012,7,78,4
Craft Fair,2012,7,80,3
Craft Fair,2012,9,48,4
Art Museum,2012,9,20,4
Craft Fair,2012,9,20,4
Festival,2012,9,20,4
Jazz,2012,14,80,3
Craft Fair,2012,14,80,3
Festival,2012,14,80,3
Jazz,2012,14,68,4
Festival,2012,14,68,4
Play,2012,16,55,3
Parks,2012,16,55,3
Play,2012,16,54,5
Art Museum,2012,16,54,5
Craft Fair,2012,16,54,5
Parks,2012,16,54,5
Art Museum,2012,11,22,4
Jazz,2012,11,52,4
Classical,2012,11,52,4
Art Museum,2012,11,52,4
Craft Fair,2012,11,52,4
Festival,2012,11,52,4
Parks,2012,11,52,4
Craft Fair,2012,8,42,4
Festival,2012,8,42,4
Parks,2012,8,42,4
Parks,2012,8,49,4
Jazz,2012,1,38,3
Musical,2012,1,38,3
Craft Fair,2012,1,38,3
Festival,2012,1,38,3
Jazz,2012,6,51,6
Art Museum,2012,6,51,6
Craft Fair,2012,6,51,6
Festival,2012,6,51,6
Parks,2012,6,51,6
Jazz,2012,6,50,4
Art Museum,2012,6,50,4
Festival,2012,6,50,4
Parks,2012,6,50,4
Play,2012,15,28,4
Parks,2012,15,28,4
Craft Fair,2012,16,51,6
Craft Fair,2012,16,51,4
Craft Fair,2012,16,19,4
Festival,2012,16,19,4
Parks,2012,16,19,4
Art Museum,2012,14,85,5
Craft Fair,2012,14,85,5
Festival,2012,14,85,5
Parks,2012,14,85,5
Jazz,2012,14,77,6
Art Museum,2012,14,77,6
Craft Fair,2012,14,77,6
Festival,2012,14,77,6
Parks,2012,14,77,6
Classical,2012,15,77,4
Opera,2012,15,77,4
Musical,2012,15,77,4
Play,2012,15,77,4
Art Museum,2012,15,77,4
Craft Fair,2012,15,77,4
Classical,2012,15,80,6
Opera,2012,15,80,6
Musical,2012,15,80,6
Play,2012,15,80,6
Art Museum,2012,15,80,6
Craft Fair,2012,15,80,6
Musical,2012,16,57,5
Craft Fair,2012,16,57,5
Musical,2012,16,59,4
Classical,2012,14,85,4
Musical,2012,14,85,4
Art Museum,2012,14,85,4
Craft Fair,2012,14,85,4
Festival,2012,14,85,4
Parks,2012,14,85,4
Classical,2012,15,63,6
Craft Fair,2012,15,63,6
Festival,2012,15,63,6
Parks,2012,15,63,6
Classical,2012,15,63,1
Musical,2012,15,63,1
Craft Fair,2012,15,63,1
Festival,2012,15,63,1
Musical,2012,19,59,6
Play,2012,19,59,6
Art Museum,2012,19,59,6
Craft Fair,2012,19,59,6
Festival,2012,19,59,6
Parks,2012,19,59,6
Musical,2012,19,60,6
Play,2012,19,60,6
Art Museum,2012,19,60,6
Craft Fair,2012,19,60,6
Festival,2012,19,60,6
Parks,2012,19,60,6
Festival,2012,11,57,5
Musical,2012,2,41,5
Play,2012,2,41,5
Art Museum,2012,2,41,5
Festival,2012,2,41,5
Musical,2012,2,50,6
Classical,2012,19,57,5
Musical,2012,19,57,5
Play,2012,19,57,5
Art Museum,2012,19,57,5
Parks,2012,19,57,5
Salsa,2012,19,58,5
Classical,2012,19,58,5
Musical,2012,19,58,5
Play,2012,19,58,5
Art Museum,2012,19,58,5
Parks,2012,19,58,5
Classical,2012,19,67,5
Musical,2012,19,67,5
Play,2012,19,67,5
Art Museum,2012,19,67,5
Parks,2012,19,67,5
Salsa,2012,19,63,6
Classical,2012,19,63,6
Musical,2012,19,63,6
Play,2012,19,63,6
Art Museum,2012,19,63,6
Jazz,2012,14,61,4
Opera,2012,14,61,4
Craft Fair,2012,14,61,4
Craft Fair,2012,14,72,3
Craft Fair,2012,7,56,4
Craft Fair,2012,15,71,4
Jazz,2012,10,24,5
Musical,2012,10,24,5
Art Museum,2012,10,24,5
Festival,2012,10,24,5
Parks,2012,10,24,5
Craft Fair,2012,10,52,1
Festival,2012,10,52,1
Craft Fair,2012,10,54,3
Festival,2012,10,54,3
Art Museum,2012,15,69,6
Parks,2012,15,69,6
Classical,2012,15,66,5
Musical,2012,15,66,5
Art Museum,2012,15,66,5
Festival,2012,15,66,5
Parks,2012,15,66,5
Musical,2012,14,80,6
Art Museum,2012,14,80,6
Musical,2012,14,70,4
Art Museum,2012,14,70,4
Art Museum,2012,11,66,5
Parks,2012,11,66,5
Art Museum,2012,11,69,5
Parks,2012,11,69,5
Dance,2012,3,71,5
Art Museum,2012,3,71,5
Parks,2012,3,71,5
Play,2012,15,44,4
Art Museum,2012,15,44,4
Festival,2012,15,44,4
Art Museum,2012,15,47,4
Classical,2012,9,63,4
Play,2012,9,63,4
Dance,2012,9,63,4
Art Museum,2012,9,63,4
Craft Fair,2012,9,63,4
Festival,2012,9,63,4
Parks,2012,9,63,4
Classical,2012,9,71,4
Play,2012,9,71,4
Dance,2012,9,71,4
Art Museum,2012,9,71,4
Craft Fair,2012,9,71,4
Festival,2012,9,71,4
Parks,2012,9,71,4
Salsa,2012,19,52,5
Musical,2012,19,52,5
Dance,2012,19,52,5
Craft Fair,2012,19,52,5
Festival,2012,19,52,5
Parks,2012,19,52,5
Festival,2012,10,30,4
Parks,2012,10,30,4
Craft Fair,2012,11,27,6
Festival,2012,11,27,6
Parks,2012,11,27,6
Classical,2012,11,28,4
Art Museum,2012,11,28,4
Craft Fair,2012,11,28,4
Festival,2012,11,28,4
Parks,2012,11,28,4
Musical,2012,16,67,4
Play,2012,16,67,4
Parks,2012,16,67,4
Musical,2012,16,59,4
Play,2012,16,59,4
Parks,2012,16,59,4
Art Museum,2012,16,64,3
Craft Fair,2012,16,64,3
Festival,2012,16,64,3
Parks,2012,16,64,3
Craft Fair,2012,16,64,4
Festival,2012,16,64,4
Parks,2012,16,64,4
Craft Fair,2012,16,25,5
Festival,2012,16,25,5
Parks,2012,16,25,5
Art Museum,2012,8,53,4
Parks,2012,8,53,4
Art Museum,2012,8,61,5
Parks,2012,8,61,5
Musical,2012,15,53,3
Craft Fair,2012,15,53,3
Festival,2012,15,53,3
Parks,2012,15,53,3
Festival,2012,15,61,3
Parks,2012,15,61,3
Classical,2012,6,80,5
Opera,2012,6,80,5
Musical,2012,6,80,5
Ballet,2012,6,80,5
Dance,2012,6,80,5
Art Museum,2012,6,80,5
Craft Fair,2012,6,80,5
Festival,2012,6,80,5
Parks,2012,6,80,5
Jazz,2012,6,60,4
Classical,2012,6,60,4
Opera,2012,6,60,4
Musical,2012,6,60,4
Play,2012,6,60,4
Art Museum,2012,6,60,4
Craft Fair,2012,6,60,4
Festival,2012,6,60,4
Parks,2012,6,60,4
Classical,2012,14,85,4
Classical,2012,14,80,4
Art Museum,2012,15,68,4
Art Museum,2012,15,65,4
Art Museum,2012,14,65,6
Craft Fair,2012,14,65,6
Parks,2012,14,65,6
Art Museum,2012,14,65,5
Craft Fair,2012,14,65,5
Parks,2012,14,65,5
Play,2012,8,70,3
Art Museum,2012,8,70,3
Craft Fair,2012,8,70,3
Festival,2012,8,70,3
Parks,2012,8,70,3
Jazz,2012,11,53,4
Jazz,2012,11,49,4
Salsa,2012,11,49,4
Parks,2012,11,49,4
Musical,2012,6,65,3
Art Museum,2012,6,65,3
Ballet,2012,15,31,5
Art Museum,2012,15,31,5
Craft Fair,2012,15,31,5
Parks,2012,15,31,5
Salsa,2012,9,62,5
Classical,2012,9,62,5
Musical,2012,9,62,5
Play,2012,9,62,5
Art Museum,2012,9,62,5
Craft Fair,2012,9,62,5
Festival,2012,9,62,5
Craft Fair,2012,12,53,3
Festival,2012,12,53,3
Craft Fair,2012,12,56,3
Festival,2012,12,56,3
Parks,2012,7,42,3
Parks,2012,7,35,4
Art Museum,2012,12,72,4
Festival,2012,12,72,4
Parks,2012,12,72,4
Art Museum,2012,12,71,3
Festival,2012,12,71,3
Parks,2012,12,71,3
Musical,2012,16,56,5
Dance,2012,16,56,5
Musical,2012,16,57,6
Dance,2012,16,57,6
Craft Fair,2012,16,57,6
Jazz,2012,19,49,6
Classical,2012,19,49,6
Ballet,2012,19,49,6
Festival,2012,19,49,6
Parks,2012,19,49,6
Jazz,2012,19,59,6
Classical,2012,19,59,6
Dance,2012,19,42,6
Art Museum,2012,19,42,6
Parks,2012,19,42,6
Dance,2012,19,56,5
Art Museum,2012,19,56,5
Parks,2012,19,56,5
Art Museum,2012,8,32,2
Parks,2012,8,32,2
Art Museum,2012,8,30,1
Parks,2012,8,30,1
Parks,2012,15,29,4
Parks,2012,15,32,2
Classical,2012,10,26,6
Festival,2012,10,26,6
Parks,2012,10,26,6
Musical,2012,15,26,5
Dance,2012,15,26,5
Parks,2012,15,26,5
Musical,2012,15,33,5
Dance,2012,15,33,5
Art Museum,2012,15,33,5
Craft Fair,2012,15,33,5
Parks,2012,15,33,5
Classical,2012,19,77,6
Opera,2012,19,77,6
Musical,2012,19,77,6
Art Museum,2012,19,77,6
Festival,2012,19,77,6
Parks,2012,19,77,6
Classical,2012,19,80,6
Opera,2012,19,80,6
Musical,2012,19,80,6
Art Museum,2012,19,80,6
Festival,2012,19,80,6
Parks,2012,19,80,6
Art Museum,2012,15,31,6
Festival,2012,15,31,6
Art Museum,2012,15,29,6
Craft Fair,2012,15,29,6
Festival,2012,15,29,6
Craft Fair,2012,12,38,3
Festival,2012,12,38,3
Craft Fair,2012,12,45,4
Festival,2012,12,45,4
Art Museum,2012,15,64,5
Parks,2012,15,64,5
Art Museum,2012,15,62,3
Craft Fair,2012,15,62,3
Parks,2012,15,62,3
Classical,2012,16,80,6
Play,2012,16,80,6
Art Museum,2012,16,80,6
Festival,2012,16,80,6
Parks,2012,16,80,6
Classical,2012,16,80,6
Play,2012,16,80,6
Art Museum,2012,16,80,6
Festival,2012,16,80,6
Parks,2012,16,80,6
Craft Fair,2012,16,45,5
Parks,2012,16,45,5
Jazz,2012,19,68,6
Classical,2012,19,68,6
Art Museum,2012,19,68,6
Craft Fair,2012,19,68,6
Parks,2012,19,68,6
Jazz,2012,19,63,6
Classical,2012,19,63,6
Art Museum,2012,19,63,6
Craft Fair,2012,19,63,6
Parks,2012,19,63,6
Salsa,2012,19,30,6
Art Museum,2012,19,30,6
Craft Fair,2012,19,30,6
Festival,2012,19,30,6
Parks,2012,19,30,6
Musical,2012,1,59,5
Play,2012,1,59,5
Art Museum,2012,1,59,5
Craft Fair,2012,1,59,5
Parks,2012,1,59,5
Musical,2012,1,53,6
Play,2012,1,53,6
Art Museum,2012,1,53,6
Craft Fair,2012,1,53,6
Parks,2012,1,53,6
Play,2012,1,18,3
Art Museum,2012,1,18,3
Parks,2012,1,18,3
Art Museum,2012,7,58,3
Parks,2012,7,58,3
Classical,2012,19,54,6
Art Museum,2012,19,54,6
Craft Fair,2012,19,54,6
Festival,2012,19,54,6
Parks,2012,19,54,6
Art Museum,2012,19,57,4
Craft Fair,2012,19,57,4
Festival,2012,19,57,4
Parks,2012,19,57,4
Jazz,2012,19,39,6
Classical,2012,19,39,6
Opera,2012,19,39,6
Art Museum,2012,19,39,6
Parks,2012,19,39,6
Jazz,2012,19,57,6
Classical,2012,19,57,6
Opera,2012,19,57,6
Art Museum,2012,19,57,6
Craft Fair,2012,19,57,6
Parks,2012,19,57,6
Classical,2012,16,51,6
Play,2012,16,51,6
Dance,2012,16,51,6
Art Museum,2012,16,51,6
Craft Fair,2012,16,51,6
Festival,2012,16,51,6
Parks,2012,16,51,6
Salsa,2012,11,23,5
Musical,2012,11,23,5
Play,2012,11,23,5
Art Museum,2012,11,23,5
Craft Fair,2012,11,23,5
Festival,2012,11,23,5
Parks,2012,11,23,5
Art Museum,2012,12,65,4
Craft Fair,2012,12,65,4
Parks,2012,12,65,4
Play,2012,19,46,6
Art Museum,2012,19,46,6
Craft Fair,2012,19,46,6
Parks,2012,19,46,6
Art Museum,2012,10,42,6
Festival,2012,10,42,6
Jazz,2012,15,45,4
Musical,2012,15,45,4
Art Museum,2012,15,45,4
Craft Fair,2012,15,45,4
Festival,2012,15,45,4
Parks,2012,15,45,4
Craft Fair,2012,10,77,4
Musical,2012,15,68,4
Musical,2012,12,58,4
Jazz,2012,12,76,4
Classical,2012,12,76,4
Dance,2012,12,76,4
Craft Fair,2012,12,76,4
Festival,2012,12,76,4
Parks,2012,12,76,4
Jazz,2012,12,74,4
Classical,2012,12,74,4
Dance,2012,12,74,4
Craft Fair,2012,12,74,4
Festival,2012,12,74,4
Parks,2012,12,74,4
Craft Fair,2012,14,37,3
Craft Fair,2012,14,33,5
Parks,2012,14,33,5
Musical,2012,14,66,5
Dance,2012,14,66,5
Musical,2012,14,66,3
Dance,2012,14,66,3
Craft Fair,2012,14,66,3
Craft Fair,2012,6,74,3
Parks,2012,6,74,3
Craft Fair,2012,6,73,3
Parks,2012,6,73,3
Art Museum,2012,9,70,5
Craft Fair,2012,9,70,5
Parks,2012,9,70,5
Art Museum,2012,9,76,5
Craft Fair,2012,9,76,5
Parks,2012,9,76,5
Classical,2012,10,80,4
Art Museum,2012,10,80,4
Musical,2012,8,72,4
Dance,2012,8,72,4
Craft Fair,2012,8,72,4
Musical,2012,8,72,4
Dance,2012,8,72,4
Craft Fair,2012,8,72,4
Play,2012,19,53,6
Dance,2012,19,53,6
Craft Fair,2012,10,74,3
Craft Fair,2012,10,77,2
Jazz,2012,14,51,5
Musical,2012,14,51,5
Craft Fair,2012,14,51,5
Festival,2012,14,51,5
Jazz,2012,14,57,3
Musical,2012,14,57,3
Craft Fair,2012,14,57,3
Festival,2012,14,57,3
Art Museum,2012,16,38,6
Festival,2012,16,38,6
Parks,2012,16,38,6
Parks,2012,19,52,4
Parks,2012,19,56,3
Ballet,2012,16,37,5
Ballet,2012,16,37,3
Craft Fair,2012,14,67,3
Parks,2012,12,34,6
Musical,2012,8,74,5
Art Museum,2012,8,74,5
Parks,2012,8,74,5
Festival,2012,12,32,4
Festival,2012,15,49,5
Parks,2012,15,49,5
Festival,2012,15,49,4
Parks,2012,15,49,4
Festival,2012,9,85,3
Parks,2012,9,85,3
Art Museum,2012,16,68,6
Craft Fair,2012,16,68,6
Festival,2012,16,68,6
Parks,2012,16,68,6
Classical,2012,16,61,5
Ballet,2012,16,61,5
Art Museum,2012,16,61,5
Festival,2012,16,61,5
Parks,2012,16,61,5
Jazz,2012,14,59,6
Salsa,2012,14,59,6
Classical,2012,14,59,6
Musical,2012,14,59,6
Play,2012,14,59,6
Ballet,2012,14,59,6
Dance,2012,14,59,6
Art Museum,2012,14,59,6
Craft Fair,2012,14,59,6
Festival,2012,14,59,6
Classical,2012,14,60,6
Musical,2012,14,60,6
Play,2012,14,60,6
Art Museum,2012,14,60,6
Play,2012,16,48,5
Parks,2012,16,48,5
Musical,2012,6,68,6
Play,2012,6,68,6
Dance,2012,6,68,6
Art Museum,2012,6,68,6
Parks,2012,6,68,6
Classical,2012,6,70,4
Musical,2012,6,70,4
Play,2012,6,70,4
Ballet,2012,6,70,4
Dance,2012,6,70,4
Art Museum,2012,6,70,4
Craft Fair,2012,6,70,4
Parks,2012,6,70,4
Musical,2012,11,75,3
Play,2012,11,75,3
Musical,2012,11,75,3
Play,2012,11,75,3
Art Museum,2012,11,75,3
Craft Fair,2012,11,75,3
Parks,2012,11,75,3
Jazz,2012,5,71,4
Musical,2012,5,71,4
Dance,2012,5,71,4
Art Museum,2012,5,71,4
Festival,2012,5,71,4
Opera,2012,9,35,2
Salsa,2012,11,51,1
Salsa,2012,11,56,1
Dance,2012,8,30,3
Parks,2012,8,30,3
Dance,2012,8,33,4
Festival,2012,8,33,4
Parks,2012,8,33,4
Art Museum,2012,12,85,4
Art Museum,2012,6,39,6
Craft Fair,2012,6,39,6
Parks,2012,6,39,6
Classical,2012,16,76,5
Art Museum,2012,16,76,5
Craft Fair,2012,16,76,5
Festival,2012,16,76,5
Parks,2012,16,76,5
Classical,2012,16,74,5
Art Museum,2012,16,74,5
Craft Fair,2012,16,74,5
Festival,2012,16,74,5
Parks,2012,16,74,5
Jazz,2012,16,44,5
Salsa,2012,16,44,5
Classical,2012,16,44,5
Art Museum,2012,16,44,5
Craft Fair,2012,16,44,5
Festival,2012,16,44,5
Parks,2012,16,44,5
Classical,2012,14,70,6
Craft Fair,2012,14,70,6
Parks,2012,14,70,6
Classical,2012,14,64,5
Craft Fair,2012,14,64,5
Parks,2012,14,64,5
Classical,2012,7,27,5
Musical,2012,7,27,5
Art Museum,2012,7,27,5
Craft Fair,2012,7,27,5
Festival,2012,7,27,5
Classical,2012,7,25,5
Musical,2012,7,25,5
Art Museum,2012,7,25,5
Craft Fair,2012,7,25,5
Festival,2012,7,25,5
Craft Fair,2012,14,27,4
Classical,2012,7,78,3
Musical,2012,7,78,3
Play,2012,7,78,3
Art Museum,2012,7,78,3
Craft Fair,2012,7,78,3
Festival,2012,7,78,3
Parks,2012,7,78,3
Classical,2012,16,54,4
Musical,2012,16,54,4
Craft Fair,2012,16,54,4
Festival,2012,16,54,4
Parks,2012,16,54,4
Classical,2012,16,54,5
Musical,2012,16,54,5
Festival,2012,16,54,5
Parks,2012,16,54,5
Ballet,2012,12,32,4
Parks,2012,12,32,4
Musical,2012,16,50,5
Ballet,2012,16,50,5
Dance,2012,16,50,5
Craft Fair,2012,16,50,5
Festival,2012,16,50,5
Craft Fair,2012,15,52,5
Art Museum,2012,19,55,6
Craft Fair,2012,19,55,6
Parks,2012,19,55,6
Musical,2012,19,67,6
Art Museum,2012,19,67,6
Craft Fair,2012,19,67,6
Festival,2012,19,67,6
Parks,2012,19,67,6
Festival,2012,10,30,3
Parks,2012,10,30,3
Craft Fair,2012,10,32,5
Festival,2012,10,32,5
Parks,2012,10,32,5
Festival,2012,16,35,5
Parks,2012,16,35,5
Classical,2012,16,35,5
Musical,2012,16,35,5
Play,2012,16,35,5
Dance,2012,16,35,5
Art Museum,2012,16,35,5
Craft Fair,2012,16,35,5
Festival,2012,16,35,5
Parks,2012,16,35,5
Classical,2012,19,38,5
Musical,2012,19,38,5
Art Museum,2012,19,38,5
Craft Fair,2012,19,38,5
Festival,2012,19,38,5
Parks,2012,11,50,3
Classical,2012,12,28,5
Opera,2012,12,28,5
Musical,2012,12,28,5
Art Museum,2012,12,28,5
Craft Fair,2012,12,28,5
Parks,2012,12,28,5
Classical,2012,12,27,4
Opera,2012,12,27,4
Musical,2012,12,27,4
Art Museum,2012,12,27,4
Craft Fair,2012,12,27,4
Parks,2012,12,27,4
Classical,2012,15,79,6
Opera,2012,15,79,6
Musical,2012,15,79,6
Play,2012,15,79,6
Dance,2012,15,79,6
Art Museum,2012,15,79,6
Craft Fair,2012,15,79,6
Festival,2012,15,79,6
Parks,2012,15,79,6
Jazz,2012,15,79,6
Salsa,2012,15,79,6
Classical,2012,15,79,6
Opera,2012,15,79,6
Musical,2012,15,79,6
Play,2012,15,79,6
Dance,2012,15,79,6
Art Museum,2012,15,79,6
Festival,2012,15,79,6
Parks,2012,15,79,6
Classical,2012,11,56,4
Craft Fair,2012,11,56,4
Parks,2012,11,56,4
Jazz,2012,16,35,5
Parks,2012,7,60,3
Parks,2012,7,59,3
Salsa,2012,7,34,4
Art Museum,2012,7,34,4
Parks,2012,7,34,4
Parks,2012,6,85,3
Jazz,2012,19,54,6
Art Museum,2012,19,54,6
Craft Fair,2012,19,54,6
Festival,2012,19,54,6
Parks,2012,19,54,6
Jazz,2012,19,56,6
Art Museum,2012,19,56,6
Craft Fair,2012,19,56,6
Festival,2012,19,56,6
Parks,2012,19,56,6
Festival,2012,19,24,5
Parks,2012,19,24,5
Classical,2012,10,79,6
Art Museum,2012,10,79,6
Art Museum,2012,10,78,6
Dance,2012,12,21,4
Craft Fair,2012,12,21,4
Festival,2012,12,21,4
Parks,2012,12,21,4
Parks,2012,9,52,5
Art Museum,2012,14,55,4
Craft Fair,2012,14,55,4
Art Museum,2012,14,85,3
Craft Fair,2012,14,85,3
Parks,2012,12,72,3
Parks,2012,14,47,4
Art Museum,2012,12,68,4
Art Museum,2012,12,57,4
Musical,2012,11,48,3
Play,2012,11,48,3
Parks,2012,11,48,3
Musical,2012,14,42,3
Craft Fair,2012,14,42,3
Parks,2012,14,42,3
Festival,2012,14,69,4
Parks,2012,14,69,4
Play,2012,14,69,5
Art Museum,2012,14,69,5
Craft Fair,2012,14,69,5
Festival,2012,14,69,5
Parks,2012,14,69,5
Art Museum,2012,11,30,6
Parks,2012,11,30,6
Art Museum,2012,11,36,5
Parks,2012,11,36,5
Classical,2012,9,70,6
Parks,2012,9,70,6
Classical,2012,9,70,4
Parks,2012,9,70,4
Classical,2012,16,47,6
Musical,2012,16,47,6
Art Museum,2012,16,47,6
Craft Fair,2012,16,47,6
Parks,2012,16,47,6
Art Museum,2012,16,48,3
Parks,2012,16,48,3
Classical,2012,12,67,5
Musical,2012,12,67,5
Art Museum,2012,12,67,5
Parks,2012,12,67,5
Classical,2012,12,75,3
Musical,2012,12,75,3
Art Museum,2012,12,75,3
Parks,2012,12,75,3
Jazz,2012,11,75,6
Classical,2012,11,75,6
Musical,2012,11,75,6
Play,2012,11,75,6
Dance,2012,11,75,6
Art Museum,2012,11,75,6
Craft Fair,2012,11,75,6
Festival,2012,11,75,6
Parks,2012,11,75,6
Jazz,2012,11,73,5
Classical,2012,11,73,5
Musical,2012,11,73,5
Play,2012,11,73,5
Dance,2012,11,73,5
Art Museum,2012,11,73,5
Craft Fair,2012,11,73,5
Festival,2012,11,73,5
Parks,2012,11,73,5
Musical,2012,11,43,3
Craft Fair,2012,11,43,3
Festival,2012,11,43,3
Musical,2012,11,47,5
Art Museum,2012,11,47,5
Craft Fair,2012,11,47,5
Festival,2012,11,47,5
Parks,2012,11,47,5
Jazz,2012,15,34,5
Musical,2012,15,34,5
Dance,2012,15,34,5
Craft Fair,2012,15,34,5
Festival,2012,15,34,5
Parks,2012,15,34,5
Jazz,2012,15,30,5
Musical,2012,15,30,5
Dance,2012,15,30,5
Craft Fair,2012,15,30,5
Festival,2012,15,30,5
Parks,2012,15,30,5
Jazz,2012,19,52,6
Musical,2012,19,52,6
Play,2012,19,52,6
Art Museum,2012,19,52,6
Craft Fair,2012,19,52,6
Parks,2012,19,52,6
Salsa,2012,19,45,6
Musical,2012,19,45,6
Play,2012,19,45,6
Art Museum,2012,19,45,6
Craft Fair,2012,19,45,6
Parks,2012,19,45,6
Classical,2012,7,51,3
Craft Fair,2012,7,51,3
Parks,2012,7,51,3
Jazz,2012,16,64,5
Classical,2012,16,64,5
Musical,2012,16,64,5
Ballet,2012,16,64,5
Jazz,2012,16,63,6
Classical,2012,16,63,6
Musical,2012,16,63,6
Ballet,2012,16,63,6
Dance,2012,16,63,6
Jazz,2012,4,38,6
Classical,2012,4,38,6
Opera,2012,4,38,6
Musical,2012,4,38,6
Art Museum,2012,4,38,6
Parks,2012,4,38,6
Festival,2012,19,60,6
Parks,2012,19,60,6
Craft Fair,2012,15,69,4
Jazz,2012,15,68,6
Classical,2012,15,68,6
Play,2012,15,68,6
Art Museum,2012,15,68,6
Craft Fair,2012,15,68,6
Parks,2012,15,68,6
Jazz,2012,15,69,6
Classical,2012,15,69,6
Play,2012,15,69,6
Art Museum,2012,15,69,6
Craft Fair,2012,15,69,6
Parks,2012,15,69,6
Craft Fair,2012,14,54,6
Festival,2012,14,54,6
Craft Fair,2012,14,56,5
Festival,2012,14,56,5
Parks,2012,11,51,5
Art Museum,2012,10,28,4
Parks,2012,10,28,4
Art Museum,2012,10,29,4
Craft Fair,2012,10,29,4
Parks,2012,10,29,4
Craft Fair,2012,10,67,3
Parks,2012,10,67,3
Craft Fair,2012,10,68,3
Parks,2012,10,68,3
Musical,2012,10,85,5
Play,2012,8,77,4
Craft Fair,2012,8,77,4
Art Museum,2012,14,41,5
Craft Fair,2012,14,41,5
Parks,2012,14,41,5
Salsa,2012,10,52,4
Play,2012,10,52,4
Art Museum,2012,10,52,4
Parks,2012,10,52,4
Craft Fair,2012,16,33,5
Festival,2012,16,33,5
Parks,2012,16,33,5
Musical,2012,16,34,6
Play,2012,16,34,6
Art Museum,2012,16,34,6
Festival,2012,16,34,6
Parks,2012,16,34,6
Craft Fair,2012,15,60,4
Parks,2012,15,60,4
Craft Fair,2012,15,53,3
Parks,2012,15,53,3
Jazz,2012,15,49,4
Art Museum,2012,15,49,4
Festival,2012,15,49,4
Parks,2012,15,49,4
Jazz,2012,15,47,4
Musical,2012,15,47,4
Art Museum,2012,15,47,4
Craft Fair,2012,15,47,4
Festival,2012,15,47,4
Parks,2012,15,47,4
Art Museum,2012,15,22,5
Art Museum,2012,7,66,4
Festival,2012,7,66,4
Jazz,2012,15,42,4
Classical,2012,15,42,4
Art Museum,2012,15,42,4
Craft Fair,2012,15,42,4
Festival,2012,15,42,4
Parks,2012,15,42,4
Jazz,2012,15,51,3
Classical,2012,15,51,3
Jazz,2012,1,31,6
Classical,2012,1,31,6
Musical,2012,1,31,6
Art Museum,2012,1,31,6
Craft Fair,2012,1,31,6
Festival,2012,1,31,6
Parks,2012,1,31,6
Jazz,2012,12,63,6
Classical,2012,12,63,6
Musical,2012,12,63,6
Craft Fair,2012,12,63,6
Festival,2012,12,63,6
Parks,2012,12,63,6
Classical,2012,14,77,6
Musical,2012,14,77,6
Craft Fair,2012,14,77,6
Jazz,2012,16,34,4
Art Museum,2012,16,34,4
Craft Fair,2012,16,34,4
Parks,2012,16,34,4
Salsa,2012,12,80,6
Play,2012,12,80,6
Art Museum,2012,12,80,6
Festival,2012,12,80,6
Salsa,2012,12,60,5
Musical,2012,12,60,5
Dance,2012,12,60,5
Art Museum,2012,12,60,5
Craft Fair,2012,12,60,5
Parks,2012,12,60,5
Craft Fair,2012,9,51,3
Craft Fair,2012,14,53,3
Festival,2012,14,53,3
Musical,2012,9,71,5
Play,2012,9,71,5
